,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
103,Pacific Union College,38.574090000000005,-122.44963899999999,0.0,21.0,984.0,0.2566,18454.0,17253.0,21921.0,23607.0,28814.0,0.5822,41.0,0.4522,1508.0,52200.0,2,10.0,229.0,0.0,"Liberal Arts School, Private School, Religious",non_ncaa
104,University of the Pacific,37.980624,-121.307296,0.0,26.0,1152.0,0.2726,22826.0,26172.0,28074.0,33095.0,37989.0,0.5183,11.0,0.6456,3720.0,55500.0,2,18.0,0,111.0,"The University of the Pacific is a private university with a picturesque campus in Stockton, California, that has made its way into more than 15 movies, including ""All the King's Men,"" ""Porgy & Bess"" and ""Flubber."" Freshmen and sophomores must live on campus, unless they're commuting from a parent's home within 50 miles of school. Upperclassmen may live in residence halls, Greek houses or university apartments if they'd like, but they aren't required to. Greek life draws about 20 percent of the student body, and, in total, there are about 150 student organizations to consider joining. The Pacific Tigers sports teams compete in the NCAA Division I West Coast Conference. The school does not have a football team. Since Stockton is situated in the California Delta waterway, students are close to water sports options, including jet skiing, windsurfing and sailing. For road trips within California, Sacramento is 45 minutes away and San Francisco, Napa and San Jose are all within a 90-minute drive. In addition to its degree options for undergraduate students, the University of the Pacific has the McGeorge School of Law, the Eberhardt School of Business, a graduate school of education and . Notable alumni of the University of the Pacific include billionaire Alex Spanos, owner of the San Diego Chargers football team, and baseball agent Scott Boras, who founded the sports agency Boras Corp. ",D1
105,Pepperdine University,34.041911999999996,-118.707677,0.0,28.0,1226.0,0.4738,26351.0,21463.0,29642.0,32815.0,38729.0,0.5905,21.0,0.381,3514.0,53100.0,2,8.0,0,50.0,"Squeezed in among the Santa Monica Mountain foothills, Pepperdine University is a Christian college known for its picturesque location in Malibu, Calif. The school upholds the New Testament-based traditions of the Churches of Christ. Students must attend 14 spiritual events a semester and take at least three religion courses during their time at Pepperdine. There is a Church of Christ on campus, as well as a handful of student-led ministries. Outside of church, the school's sports teams, the Pepperdine Waves, compete in the Division I West Coast Conference. Students can also play club sports, such as lacrosse and a triathlon group, and a variety of intramural sports, from dodgeball to beach volleyball. Freshmen and sophomores must live in university housing on the dry campus, and student spiritual life leaders live in each residence hall. About 25 percent of students are active in more than a dozen sororities and fraternities, though there is no official Greek housing on campus. ",D1
106,Pitzer College,34.103408,-117.70593899999999,0.0,33.0,1424.0,0.4752,17784.0,13072.0,11232.0,30142.0,44116.0,0.5698,21.0,0.1347,1067.0,49000.0,2,13.0,33.0,0.0,"Liberal Arts School, Private School",non_ncaa
107,Point Loma Nazarene University,32.713295,-117.251204,0.0,26.0,1148.0,0.5856,24593.0,24245.0,28390.0,31944.0,37025.0,0.6421,11.0,0.7134,2763.0,48300.0,2,9.0,0,0.0,"Private School, Religious",D2
108,Pomona College,34.098298,-117.71194399999999,0.0,32.0,1435.0,0.3976,6993.0,7627.0,10137.0,16201.0,35449.0,0.5024,21.0,0.10300000000000001,1640.0,57500.0,2,43.0,6.0,0.0,"Liberal Arts School, Private School",non_ncaa
109,University of Redlands,34.063571,-117.163847,0.0,25.0,1130.0,0.4751,22970.0,23742.0,25841.0,29006.0,34961.0,0.5605,13.0,0.6752,3452.0,50200.0,2,5.0,0,0.0,"Business, Private School",D3
110,San Diego State University,32.77525,-117.071228,0.0,25.0,1130.0,0.3414,7430.0,9406.0,13827.0,17950.0,20360.0,0.5451,11.0,0.3441,28649.0,51100.0,1,17.0,0,146.0,"Founded in 1897, San Diego State University is a public institution. The school has 28.3 percent of its classes with fewer than 20 students, and the student-faculty ratio at San Diego State University is 28:1. ",D1
111,University of San Diego,32.77142,-117.188721,0.0,28.0,1236.0,0.5332,24449.0,26590.0,27901.0,32434.0,42047.0,0.5446,11.0,0.5168,5551.0,54400.0,2,12.0,0,86.0,"The University of San Diego is a Roman Catholic institution open to students of all faiths. The school overlooks Mission Bay, and downtown San Diego is about a 15-minute trip away. On campus, there are more than 100 student organizations, including more than 10 fraternities and sororities. Most of the San Diego Torero sports teams are members of the NCAA Division I West Coast Conference; the football team competes in the NCAA Division I-AA Pioneer League. Athletic teams are cheered on by the school's mascot, a costumed bullfighter named Diego Torero. The University Ministry coordinates retreats and immersion trips and hosts daily Mass services, including a special Mass for Peace on Wednesday nights. After class, students can relax at nearby beaches, like La Jolla and Pacific Beach, or explore Balboa Park, the biggest urban cultural park in the country, which is home to 15 museums, the San Diego Zoo and the Old Globe Theatre. Opportunities to kayak, sail, wind surf and more are nearby. Students can join group excursions, led by the school's Outdoor Adventures program, or rent kayaks, surfboards and snorkel equipment on campus for trips on their own. Freshmen must live on campus, and for students around on the weekends, the school hosts a Friday Night Movies series. ",D1
112,San Francisco State University,37.721345,-122.477905,0.0,21.0,979.0,0.2062,8519.0,10176.0,14942.0,19289.0,21246.0,0.5631,11.0,0.6788,25867.0,52900.0,1,13.0,0,0.0,"Research University, State School",D2
113,University of San Francisco,37.775564,-122.45097700000001,0.0,26.0,1172.0,0.2703,26525.0,26208.0,32923.0,34630.0,43525.0,0.6202,11.0,0.6436,6682.0,56800.0,2,6.0,0,107.0,"The University of San Francisco is a Jesuit institution in California's Bay Area. The school tries to emphasize its Jesuit mission in every degree program offered. Students participate in service-learning courses, during which academic coursework is complemented by volunteer work around San Francisco. The university at large is committed to bettering the community, including through partnerships with local organizations and work through the school's research centers and institutes.  than 90 percent of freshmen live in on-campus housing. USF has about 100 clubs and organizations for students to consider joining, including a handful of fraternities and sororities. The USF Dons sports teams compete in the NCAA Division I West Coast Conference. The teams get their unique name, Don, or Spanish nobleman, from early Spanish settlers who came to California. Notable USF alumni include Starbucks co-founder Gordon Bowker and former NFL Commissioner Pete Rozelle. ",D1
114,San Jose State University,37.335201,-121.88121399999999,0.0,23.0,1055.0,0.1922,9173.0,10516.0,14938.0,19002.0,21483.0,0.4771,11.0,0.5522,26670.0,58500.0,1,27.0,0,0.0,"For Sports Fans, State School",D1
115,Santa Clara University,37.352706,-121.938189,0.0,30.0,1313.0,0.4869,22121.0,19436.0,27314.0,28966.0,43241.0,0.4918,12.0,0.488,5344.0,63800.0,2,30.0,0,0.0,"Private School, Religious, For Sports Fans",D1
116,Scripps College,34.103654999999996,-117.71133600000002,0.0,31.0,1362.0,0.4835,17778.0,12029.0,16228.0,29835.0,41245.0,1.0,21.0,0.27899999999999997,968.0,51000.0,2,24.0,26.0,0.0,"Liberal Arts School, Private School",non_ncaa
117,Simpson University,40.61331,-122.333048,0.0,21.0,1001.0,0.5954,16369.0,15830.0,16297.0,21926.0,25278.0,0.6392,13.0,0.5152,959.0,42300.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
118,Saint Mary's College of California,37.83997,-122.10679499999999,0.0,25.0,1124.0,0.4633,23457.0,23627.0,27830.0,31088.0,41974.0,0.5971,41.0,0.9754,2916.0,56000.0,2,5.0,0,0.0,"Private School, Religious, For Sports Fans",D1
119,Sonoma State University,38.341023,-122.67326100000001,0.0,22.0,996.0,0.4795,10090.0,11579.0,16119.0,20892.0,22443.0,0.6209,21.0,0.7655,8589.0,50100.0,1,11.0,0,0.0,State School,D2
120,Vanguard University of Southern California,33.662686,-117.90091100000001,0.0,21.0,975.0,0.4531,21182.0,16828.0,22553.0,24370.0,27590.0,0.6422,12.0,0.6826,1856.0,45200.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
121,University of Southern California,34.021058000000004,-118.28385800000001,0.0,32.0,1391.0,0.4013,15740.0,16114.0,20609.0,32790.0,48478.0,0.5075,11.0,0.1768,18519.0,59400.0,2,24.0,0,23.0,"The University of Southern California's central campus, referred to as the University Park campus, is located in Los Angeles's Downtown Arts and Education Corridor. USC has other campuses in L.A. in addition to sites around Southern California and in Sacramento, Calif., and Washington. Students can participate in the more than 700 on-campus organizations, ranging from religious groups to club sports. USC students are not required to live on campus, but the university offers housing in its 40 or so residence halls and apartment buildings. A thriving Greek life comprises more than 60 chapters representing more than 3,500 students. The USC Trojans compete in the Pac-12 Conference and are known for their legendary football program. ",D1
122,Thomas Aquinas College,34.429009,-119.08714099999999,0.0,30.0,1280.0,0.6976,16080.0,18883.0,16221.0,22087.0,27457.0,0.496,42.0,0.7513,377.0,46200.0,2,0.0,0,0.0,"Liberal Arts School, Private School, Religious, Sober School",non_ncaa
123,Westmont College,34.449265000000004,-119.66193200000001,0.0,26.0,1179.0,0.6366,19182.0,23861.0,25721.0,29680.0,37524.0,0.608,22.0,0.8122,1296.0,50700.0,2,18.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
124,Whittier College,33.977625,-118.028402,0.0,23.0,1057.0,0.3135,10918.0,19807.0,30922.0,51221.0,52570.0,0.56,21.0,0.6262,1643.0,47000.0,2,8.0,128.0,0.0,"Liberal Arts School, Private School",D3
125,Woodbury University,34.209226,-118.34069199999999,0.0,19.0,944.0,0.3398,22634.0,25118.0,27574.0,35399.0,36042.0,0.494,11.0,0.5760000000000001,1245.0,46400.0,2,0.0,0,0.0,Private School,non_ncaa
126,Adams State University,37.477238,-105.88094299999999,0.0,20.0,954.0,0.4935,13719.0,14818.0,17455.0,19772.0,20143.0,0.478,33.0,0.6435,2067.0,41400.0,1,3.0,0,0.0,State School,D2
127,University of Colorado Denver/Anschutz Medical Campus,39.74603,-104.99918100000001,0.0,23.0,1055.0,0.5063,11245.0,12836.0,15727.0,18532.0,19060.0,0.5387,11.0,0.6742,10855.0,49900.0,1,14.0,0,0.0,"Research University, State School",non_ncaa
128,University of Colorado Colorado Springs,38.892734999999995,-104.800296,0.0,24.0,1088.0,0.6652,10698.0,12137.0,15088.0,17991.0,18203.0,0.5158,11.0,0.9206,9514.0,48500.0,1,19.0,0,0.0,State School,D2
129,University of Colorado Boulder,40.004415,-105.26706100000001,0.0,27.0,1212.0,0.7059,13714.0,16033.0,20982.0,26184.0,28201.0,0.4448,13.0,0.7962,26496.0,53400.0,1,36.0,0,0.0,"Party School, Research University, For Sports Fans, State School",D1
130,Colorado College,38.84657,-104.82422,0.0,31.0,1339.0,0.6398,7136.0,4971.0,11069.0,19225.0,47298.0,0.5353,11.0,0.1713,2096.0,49700.0,2,28.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
131,Colorado School of Mines,39.75079,-105.227148,0.0,30.0,1339.0,0.7471,17143.0,19618.0,21129.0,28650.0,28669.0,0.2782,21.0,0.3767,4532.0,71900.0,1,94.0,0,82.0,"For students who want to work in the sciences, opportunities abound at the Colorado School of Mines. A public engineering and applied sciences school in Golden, Colorado, Mines has 14 academic departments, including Mechanical Engineering and Geophysics. The school also offers courses in the Liberal Arts & International Studies and Economics & Business departments. When students aren't studying, the school's location is ideal for outdoor recreation. Golden is 13 miles from the state capital of Denver and lies in the foothills of the Rocky Mountains, where students can bike, hike and climb. The campus also has a climbing wall for students to test their skills before attempting the Rockies. Cold-weather sports fans can partake in the annual Winter Carnival, a student-run affair packed with skiing and snowboarding at a local resort. The Mines sports teams, known as the Orediggers, compete in the NCAA Division II Rocky Mountain Athletic Conference, which is mostly made up of other teams from Colorado. The school mascot is Blaster the burro, and a giant ""M"" emblazoned onto nearby Mount Zion signifies the school spirit. There are more than 140 student clubs and organizations, including seven fraternities and three sororities. First-year students are required to live on campus. Even the student newspaper, The Oredigger, is decidedly science based; sections include weekly roundups of new discoveries and a Geek of the Week feature. ",D2
132,Colorado State University-Fort Collins,40.574759,-105.08083,0.0,25.0,1145.0,0.7365,9808.0,10250.0,16092.0,21245.0,22501.0,0.5103,12.0,0.8082,22727.0,49900.0,1,26.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
133,University of Denver,39.695954,-104.964625,0.0,28.0,1249.0,0.6747,18722.0,19533.0,22345.0,26798.0,38747.0,0.5368,11.0,0.7275,5758.0,51700.0,2,12.0,0,86.0,"Whether a student is looking for outdoor recreation, a bustling urban lifestyle or a hometown team to support in every major professional sports league, he or she will likely find it at the University of Denver. Known as DU, the school is settled at the base of the Rocky Mountains in the state's capital city. Students who want to explore Denver's surrounding areas can join in on group trips through the school's Alpine Club, which organizes more than 20 outdoor excursions a year. There are more than 100 other student clubs and organizations to check out, too, including about 15 fraternities and sororities. Freshmen and sophomores must live on campus, with some exceptions. Student athletes compete on the Denver Pioneers sports teams, members of the NCAA Division I Summit League. The school's ski team has won more national championships than any other program in the country. On the professional level, Denver has a team in each of the four major sports leagues: the Denver Broncos in the NFL, the Colorado Avalanche in the NHL, the Denver Nuggets in the NBA and the Colorado Rockies in the MLB. For creative entertainment, students can check out musical, theatrical and innovative performances in the on-campus Newman Center. The university campus also hosts the Pen and Podium series, which brings in several famous authors and poets to speak each year. To explore downtown Denver, students can hop on the city's LightRail system, a network of monorail trains that stops on campus and goes to more than 40 other locations. The city is known for its revitalized urban areas, including Lower Downtown, or LoDo, a hub of shopping, dining and nightlife that is 8 miles from campus. ",D1
134,Fort Lewis College,37.275428000000005,-107.867003,0.0,22.0,1012.0,0.5187,12165.0,12633.0,16675.0,18881.0,20054.0,0.5074,32.0,0.8596,3559.0,45400.0,1,17.0,229.0,0.0,"Liberal Arts School, State School",D2
135,Colorado Mesa University,39.076353999999995,-108.54028100000001,0.0,20.0,952.0,0.7006,13720.0,14924.0,17385.0,18656.0,9042.0,0.5318,13.0,0.8306,8625.0,45300.0,1,9.0,0,0.0,State School,D2
136,Metropolitan State University of Denver,39.742248,-105.00239099999999,0.0,21.0,971.0,0.5835,7139.0,7546.0,9656.0,13252.0,13651.0,0.5329999999999999,11.0,0.6522,19649.0,46800.0,1,10.0,0,0.0,State School,D2
137,Naropa University,40.014815999999996,-105.267073,0.0,23.0,1145.0,0.6272,27489.0,29724.0,35051.0,38318.0,43594.0,0.6448,13.0,0.7956,397.0,34700.0,2,0.0,0,0.0,,non_ncaa
138,University of Northern Colorado,40.403178000000004,-104.70172099999999,0.0,22.0,1031.0,0.5554,16123.0,17306.0,19793.0,21055.0,21083.0,0.6325,13.0,0.8935,8915.0,45000.0,1,7.0,0,0.0,"Research University, For Sports Fans, State School",D1
139,Regis University,39.78976,-105.03138500000001,0.0,24.0,1092.0,0.5922,20275.0,18226.0,22639.0,24300.0,28264.0,0.6061,11.0,0.657,4458.0,53800.0,2,15.0,0,0.0,"Private School, Religious",D2
140,Colorado State University-Pueblo,38.309219,-104.57984599999999,0.0,21.0,970.0,0.4845,9395.0,9704.0,13588.0,15496.0,15584.0,0.5185,12.0,0.9589,3944.0,45500.0,1,14.0,0,0.0,State School,non_ncaa
141,Western State Colorado University,38.547421,-106.91971000000001,0.0,20.0,964.0,0.7455,12135.0,12488.0,15802.0,17696.0,18978.0,0.4,33.0,0.9761,1945.0,43900.0,1,17.0,0,0.0,State School,D2
142,University of Bridgeport,41.165587,-73.189352,0.0,21.0,926.0,0.2358,21918.0,23866.0,25140.0,26471.0,29658.0,0.6438,12.0,0.5177,2897.0,46800.0,2,27.0,0,0.0,Private School,D2
143,Central Connecticut State University,41.690258,-72.770094,0.0,22.0,1011.0,0.6478,12844.0,14170.0,16568.0,19464.0,21494.0,0.4695,21.0,0.5867,9693.0,49900.0,1,14.0,0,0.0,"For Sports Fans, State School",D1
144,Connecticut College,41.379833000000005,-72.107321,0.0,22.0,777.0,0.706,11530.0,17575.0,20502.0,26558.0,41838.0,0.6251,13.0,0.3997,1854.0,53200.0,2,27.0,0,0.0,"Liberal Arts School, Private School",D3
145,University of Connecticut,41.806261,-72.247969,0.0,29.0,1250.0,0.606,11079.0,13385.0,17672.0,21667.0,25464.0,0.4988,21.0,0.5317,18451.0,55400.0,1,24.0,0,60.0,"The University of Connecticut, located in Storrs, was originally known as the Storrs Agricultural School _-- a fitting name for an institution surrounded by farmland. Storrs is a sleepy town about a 30-minute drive from Hartford; 60 minutes from Providence, R.I.; and 90 minutes from Boston. Without many activities off campus, students can get involved in the more than 450 clubs and organizations on campus, including more than 30 fraternities and sororities. They can also catch a film in the on-campus movie theater and skate for free in the school's ice rink. Sports are a major focus for students; the UConn Huskies compete in the NCAA Division I American Athletic Conference, in which UConn's basketball teams are especially ferocious competitors. Freshmen do not have to live on campus, though more than 70 percent of all undergraduates choose to do so. Each year before final exams, students gather for Spring Weekend, a fun-filled, multi-day celebration that began as the school's Campus Community Carnival in the 1940s. ",D1
146,Eastern Connecticut State University,41.721672999999996,-72.218753,0.0,22.0,1050.0,0.6662,14526.0,15376.0,16861.0,19896.0,21888.0,0.5429,31.0,0.6356,4767.0,46300.0,1,13.0,0,0.0,State School,D3
